source_sheet,source_table,source_row,indicator_id,indicator_label,unit,year,month,period,value_as_published,source_file
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2021,5,2021-05,0.2614746529768367,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2021,6,2021-06,0.26770769438174774,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2021,7,2021-07,0.27531355222244136,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2021,8,2021-08,0.2903924008170874,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2021,9,2021-09,0.3438895699035896,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2021,10,2021-10,0.36573817146036397,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2021,11,2021-11,0.3687129045951926,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2021,12,2021-12,0.37355821195543043,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2022,1,2022-01,0.32493715441165383,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2022,2,2022-02,0.35449141444519006,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2022,3,2022-03,1.1133260254314408,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2022,4,2022-04,0.31814095668950804,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2022,5,2022-05,0.34171254233966425,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2022,6,2022-06,0.3778340244783289,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2022,7,2022-07,0.5023880750044183,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2022,8,2022-08,0.2552460456092587,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2022,9,2022-09,0.2530923183549523,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2022,10,2022-10,0.2595782424679913,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2022,11,2022-11,0.6083451223980081,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2022,12,2022-12,0.4412860517492314,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2023,1,2023-01,0.43985121818159856,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2023,2,2023-02,0.4363369722097139,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2023,3,2023-03,0.44,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2023,4,2023-04,0.44,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2023,5,2023-05,0.43961930182265885,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2023,6,2023-06,0.44077614196243786,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2023,7,2023-07,0.44930381227375193,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2023,8,2023-08,0.4535131820631153,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2023,9,2023-09,1.074734,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2023,10,2023-10,1.089713,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2023,11,2023-11,1.102441,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2023,12,2023-12,1.112871,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2024,1,2024-01,1.119952,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2024,2,2024-02,1.129704,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2024,3,2024-03,1.14147106,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2024,4,2024-04,1.151631,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2024,5,2024-05,1.163581,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2024,6,2024-06,1.173054,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2024,7,2024-07,1.185338,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2024,8,2024-08,1.208473,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2024,9,2024-09,1.218337,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2024,10,2024-10,1.230938,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2024,11,2024-11,1.24791,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2024,12,2024-12,1.262454,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2025,1,2025-01,1.265707,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2025,2,2025-02,1.296097,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2025,3,2025-03,1.316739,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2025,4,2025-04,1.344851,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2025,5,2025-05,1.363089,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2025,6,2025-06,1.302199,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2025,7,2025-07,1.386831,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2025,8,2025-08,1.4282791458647064,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2025,9,2025-09,1.44108,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2025,10,2025-10,1.498761,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,99,93,Kep Bangka Belitung,Juta Unit/ Millions of Unit,2025,11,2025-11,1.5229824848075078,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2019,11,2019-11,0.2872865838952246,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2019,12,2019-12,0.23783056707586436,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2020,1,2020-01,0.36064906630034443,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2020,2,2020-02,0.211505,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2020,3,2020-03,0.221433,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2020,4,2020-04,0.29480799999999996,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2020,5,2020-05,0.23099000000000003,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2020,6,2020-06,0.23499629774324823,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2020,7,2020-07,0.24342399999999997,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2020,8,2020-08,0.2775854500044088,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2020,9,2020-09,0.3147344719331069,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2020,10,2020-10,0.3318759602748254,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2020,11,2020-11,0.3146677473715666,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2020,12,2020-12,0.35534626350987597,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2021,1,2021-01,0.413820992506905,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2021,2,2021-02,0.39966214697597346,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2021,3,2021-03,0.4442200828362743,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2021,4,2021-04,0.4615714586259232,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2021,5,2021-05,0.47526502069495336,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2021,6,2021-06,0.49212224188903586,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2021,7,2021-07,0.5097779294670504,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2021,8,2021-08,0.5374273043418957,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2021,9,2021-09,0.5954353372857668,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2021,10,2021-10,0.6325875591653285,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2021,11,2021-11,0.6493823883940987,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2021,12,2021-12,0.6688939082963152,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2022,1,2022-01,0.5473626549907848,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2022,2,2022-02,0.6207547578000794,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2022,3,2022-03,4.1669586385639175,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2022,4,2022-04,1.694717824040625,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2022,5,2022-05,2.9921043812086072,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2022,6,2022-06,0.6375902996270693,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2022,7,2022-07,0.64838005347397,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2022,8,2022-08,1.7554509872910238,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2022,9,2022-09,0.7364171975813572,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2022,10,2022-10,0.5692529168311944,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2022,11,2022-11,0.7239698251516273,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2022,12,2022-12,0.7346559999999993,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2023,1,2023-01,0.7243049999999993,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2023,2,2023-02,0.7306000000000008,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2023,3,2023-03,0.73,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2023,4,2023-04,0.72,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2023,5,2023-05,0.7313229999999997,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2023,6,2023-06,0.731613,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2023,7,2023-07,0.754594,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2023,8,2023-08,0.764282,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2023,9,2023-09,1.741329,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2023,10,2023-10,1.773314,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2023,11,2023-11,1.800803,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2023,12,2023-12,1.824306,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2024,1,2024-01,1.843843,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2024,2,2024-02,1.866088,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2024,3,2024-03,1.88963946,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2024,4,2024-04,1.910833,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2024,5,2024-05,1.936303,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2024,6,2024-06,1.960616,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2024,7,2024-07,1.988263,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2024,8,2024-08,2.033125,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2024,9,2024-09,2.056107,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2024,10,2024-10,2.083027,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2024,11,2024-11,2.119357,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2024,12,2024-12,2.149107,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2025,1,2025-01,2.156932,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2025,2,2025-02,2.211975,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2025,3,2025-03,2.247078,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2025,4,2025-04,2.297634,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2025,5,2025-05,2.33184,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2025,6,2025-06,2.953862,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2025,7,2025-07,2.378948,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2025,8,2025-08,2.445498374382606,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2025,9,2025-09,2.521811,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2025,10,2025-10,2.691561,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,100,94,Kepulauan Riau,Juta Unit/ Millions of Unit,2025,11,2025-11,2.5790996941511977,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2019,11,2019-11,0.5483635535983198,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2019,12,2019-12,0.4698982677888427,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2020,1,2020-01,0.6185552482758441,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2020,2,2020-02,0.433962,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2020,3,2020-03,0.47141399999999994,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2020,4,2020-04,0.6426369999999999,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2020,5,2020-05,0.484226,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2020,6,2020-06,0.4966276292334173,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2020,7,2020-07,0.513436,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2020,8,2020-08,0.7497113770990005,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2020,9,2020-09,0.8572021806478451,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2020,10,2020-10,0.8915580228202495,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2020,11,2020-11,0.8646903310529002,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2020,12,2020-12,0.7818679491625086,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2021,1,2021-01,1.1132006558500107,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2021,2,2021-02,6.275330654065783,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2021,3,2021-03,1.0386511842717412,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2021,4,2021-04,6.443094538537463,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2021,5,2021-05,4.82464148057846,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2021,6,2021-06,4.868957840881992,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2021,7,2021-07,1.1905749061066995,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2021,8,2021-08,1.2275842578910554,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2021,9,2021-09,1.2955636193576143,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2021,10,2021-10,1.3544554946722562,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2021,11,2021-11,1.3783654226397488,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2021,12,2021-12,1.4222668417244457,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2022,1,2022-01,1.1225586042852032,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2022,2,2022-02,1.2838119050801504,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2022,3,2022-03,2.5918074571488896,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2022,4,2022-04,2.383989976671887,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2022,5,2022-05,1.2705360253458886,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2022,6,2022-06,1.9497766479785894,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2022,7,2022-07,1.8297743414316092,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2022,8,2022-08,1.4078407047951846,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2022,9,2022-09,1.274088698848284,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2022,10,2022-10,1.3538580963218427,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2022,11,2022-11,1.7248277255160822,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2022,12,2022-12,1.7821619999999996,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2023,1,2023-01,1.7493850000000002,SPIP-Desember-2025.xlsx
5f,Table 5f. Electronic Money by Region,101,95,Lampung,Juta Unit/ Millions of Unit,2023,2,2023-02,1.7863810000000004,SPIP-Desember-2025.xlsx
