source_sheet,source_table,source_row,indicator_id,indicator_label,unit,year,value_as_published,source_file
5e,Table 5e. Electronic Money,19,13,Domestik,Ribu Transaksi/ Thousands of Transaction,2020,4625678.2824862525,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,19,13,Domestik,Ribu Transaksi/ Thousands of Transaction,2021,5451454.888933755,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,19,13,Domestik,Ribu Transaksi/ Thousands of Transaction,2022,6925777.385,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,19,13,Domestik,Ribu Transaksi/ Thousands of Transaction,2023,7734226.936000002,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,19,13,Domestik,Ribu Transaksi/ Thousands of Transaction,2024,10385212.91542,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,20,14,Volume Transaksi Transfer Antar Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2013,27399.638,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,20,14,Volume Transaksi Transfer Antar Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2014,2411.2160000000003,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,20,14,Volume Transaksi Transfer Antar Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2015,5336.764999999999,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,20,14,Volume Transaksi Transfer Antar Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2016,10794.155999999997,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,20,14,Volume Transaksi Transfer Antar Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2017,26207.433999999997,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,20,14,Volume Transaksi Transfer Antar Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2018,73265.16500000001,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,20,14,Volume Transaksi Transfer Antar Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2019,295649.67100000003,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,20,14,Volume Transaksi Transfer Antar Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2020,244604.00199999998,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,20,14,Volume Transaksi Transfer Antar Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2021,469907.605,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,20,14,Volume Transaksi Transfer Antar Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2022,1848318.215,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,20,14,Volume Transaksi Transfer Antar Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2023,3970701.398,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,20,14,Volume Transaksi Transfer Antar Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2024,5437977.311,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,21,15,Volume Transaksi Initial (isi pertama kali),Ribu Transaksi/ Thousands of Transaction,2013,2374.0739999999996,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,21,15,Volume Transaksi Initial (isi pertama kali),Ribu Transaksi/ Thousands of Transaction,2014,4079.1520000000005,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,21,15,Volume Transaksi Initial (isi pertama kali),Ribu Transaksi/ Thousands of Transaction,2015,4861.7480000000005,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,21,15,Volume Transaksi Initial (isi pertama kali),Ribu Transaksi/ Thousands of Transaction,2016,6549.785,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,21,15,Volume Transaksi Initial (isi pertama kali),Ribu Transaksi/ Thousands of Transaction,2017,18113.697,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,21,15,Volume Transaksi Initial (isi pertama kali),Ribu Transaksi/ Thousands of Transaction,2018,26006.908,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,21,15,Volume Transaksi Initial (isi pertama kali),Ribu Transaksi/ Thousands of Transaction,2019,59000.35599999999,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,21,15,Volume Transaksi Initial (isi pertama kali),Ribu Transaksi/ Thousands of Transaction,2020,47711.739,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,21,15,Volume Transaksi Initial (isi pertama kali),Ribu Transaksi/ Thousands of Transaction,2021,78418.399,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,21,15,Volume Transaksi Initial (isi pertama kali),Ribu Transaksi/ Thousands of Transaction,2022,74504.573,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,21,15,Volume Transaksi Initial (isi pertama kali),Ribu Transaksi/ Thousands of Transaction,2023,50954.24599999999,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,21,15,Volume Transaksi Initial (isi pertama kali),Ribu Transaksi/ Thousands of Transaction,2024,69344.362,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,22,16,Volume Transaksi Reload/Top Up,Ribu Transaksi/ Thousands of Transaction,2013,261576.65581594693,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,22,16,Volume Transaksi Reload/Top Up,Ribu Transaksi/ Thousands of Transaction,2014,27986.449,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,22,16,Volume Transaksi Reload/Top Up,Ribu Transaksi/ Thousands of Transaction,2015,41910.76,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,22,16,Volume Transaksi Reload/Top Up,Ribu Transaksi/ Thousands of Transaction,2016,54062.971999999994,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,22,16,Volume Transaksi Reload/Top Up,Ribu Transaksi/ Thousands of Transaction,2017,160118.807,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,22,16,Volume Transaksi Reload/Top Up,Ribu Transaksi/ Thousands of Transaction,2018,380443.367,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,22,16,Volume Transaksi Reload/Top Up,Ribu Transaksi/ Thousands of Transaction,2019,1414716.318,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,22,16,Volume Transaksi Reload/Top Up,Ribu Transaksi/ Thousands of Transaction,2020,10050717.631000001,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,22,16,Volume Transaksi Reload/Top Up,Ribu Transaksi/ Thousands of Transaction,2021,2126372.161,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,22,16,Volume Transaksi Reload/Top Up,Ribu Transaksi/ Thousands of Transaction,2022,3334632.3210000005,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,22,16,Volume Transaksi Reload/Top Up,Ribu Transaksi/ Thousands of Transaction,2023,8566324.73,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,22,16,Volume Transaksi Reload/Top Up,Ribu Transaksi/ Thousands of Transaction,2024,5708609.034,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,23,17,Volume Transaksi Tarik Tunai Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2013,104075.985,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,23,17,Volume Transaksi Tarik Tunai Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2014,1160.311,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,23,17,Volume Transaksi Tarik Tunai Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2015,2894.018,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,23,17,Volume Transaksi Tarik Tunai Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2016,4117.790999999999,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,23,17,Volume Transaksi Tarik Tunai Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2017,10883.0061931013,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,23,17,Volume Transaksi Tarik Tunai Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2018,20255.753999999997,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,23,17,Volume Transaksi Tarik Tunai Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2019,31523.191,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,23,17,Volume Transaksi Tarik Tunai Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2020,65900.536,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,23,17,Volume Transaksi Tarik Tunai Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2021,122626.09900000002,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,23,17,Volume Transaksi Tarik Tunai Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2022,124085.77699999999,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,23,17,Volume Transaksi Tarik Tunai Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2023,61415.468,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,23,17,Volume Transaksi Tarik Tunai Uang Elektronik,Ribu Transaksi/ Thousands of Transaction,2024,30032.591000000004,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,24,18,Volume Transaksi Reedem,Ribu Transaksi/ Thousands of Transaction,2013,150.51999999999998,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,24,18,Volume Transaksi Reedem,Ribu Transaksi/ Thousands of Transaction,2014,158.59300000000002,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,24,18,Volume Transaksi Reedem,Ribu Transaksi/ Thousands of Transaction,2015,152.904,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,24,18,Volume Transaksi Reedem,Ribu Transaksi/ Thousands of Transaction,2016,120.32199999999997,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,24,18,Volume Transaksi Reedem,Ribu Transaksi/ Thousands of Transaction,2017,3633.901,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,24,18,Volume Transaksi Reedem,Ribu Transaksi/ Thousands of Transaction,2018,6344.466,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,24,18,Volume Transaksi Reedem,Ribu Transaksi/ Thousands of Transaction,2019,25993.466999999997,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,24,18,Volume Transaksi Reedem,Ribu Transaksi/ Thousands of Transaction,2020,8837.797,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,24,18,Volume Transaksi Reedem,Ribu Transaksi/ Thousands of Transaction,2021,15364.618,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,24,18,Volume Transaksi Reedem,Ribu Transaksi/ Thousands of Transaction,2022,23041.158,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,24,18,Volume Transaksi Reedem,Ribu Transaksi/ Thousands of Transaction,2023,24114.680999999997,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,24,18,Volume Transaksi Reedem,Ribu Transaksi/ Thousands of Transaction,2024,39172.38,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2009,519.21265,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2010,693.46701,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2011,981.2969700000001,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2012,1971.5495273580354,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2013,6146.649238225,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2014,8776.742912765001,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2015,14755.996737180998,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2016,18338.277225747,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2017,38079.813312844,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2018,106779.6253604233,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2019,473443.0649181908,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2020,504956.18487454986,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2021,786454.348800424,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2022,1177797.3558978145,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2023,1859951.4633803072,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,26,20,Nilai Transaksi,Rp Miliar/Billions of Rp,2024,2503958.868913521,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2009,519.21265,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2010,693.46701,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2011,981.2969700000001,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2012,1971.5495273580354,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2013,2907.4321369460004,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2014,3319.5560428550007,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2015,5283.0176517790005,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2016,7063.688968575,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2017,12375.468717372001,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2018,47198.61610514828,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2019,145165.46775259473,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2020,204909.16998485295,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2021,305435.828472424,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2022,407534.24147258914,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2023,457729.1938397822,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,27,21,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2024,597199.3267879852,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,28,22,Internasional,Rp Miliar/Billions of Rp,2013,0,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,28,22,Internasional,Rp Miliar/Billions of Rp,2014,0,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,28,22,Internasional,Rp Miliar/Billions of Rp,2015,0,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,28,22,Internasional,Rp Miliar/Billions of Rp,2016,0,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,28,22,Internasional,Rp Miliar/Billions of Rp,2017,68.62604583280635,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,28,22,Internasional,Rp Miliar/Billions of Rp,2018,90.06789936263257,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,28,22,Internasional,Rp Miliar/Billions of Rp,2019,6.276053415195248,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,28,22,Internasional,Rp Miliar/Billions of Rp,2020,3.784820587229682,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,28,22,Internasional,Rp Miliar/Billions of Rp,2021,3.5803162987027455,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,28,22,Internasional,Rp Miliar/Billions of Rp,2022,0.015883390031536056,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,28,22,Internasional,Rp Miliar/Billions of Rp,2023,0.03738157034047961,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,28,22,Internasional,Rp Miliar/Billions of Rp,2024,0.046307447205,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,29,23,Domestik,Rp Miliar/Billions of Rp,2013,2907.4321369460004,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,29,23,Domestik,Rp Miliar/Billions of Rp,2014,3319.5560428550007,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,29,23,Domestik,Rp Miliar/Billions of Rp,2015,5283.0176517790005,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,29,23,Domestik,Rp Miliar/Billions of Rp,2016,7063.688968575,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,29,23,Domestik,Rp Miliar/Billions of Rp,2017,12306.842671539198,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,29,23,Domestik,Rp Miliar/Billions of Rp,2018,47108.54820578564,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,29,23,Domestik,Rp Miliar/Billions of Rp,2019,145159.19169917956,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,29,23,Domestik,Rp Miliar/Billions of Rp,2020,204905.38516426575,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,29,23,Domestik,Rp Miliar/Billions of Rp,2021,305432.2481561253,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,29,23,Domestik,Rp Miliar/Billions of Rp,2022,407534.2255891991,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,29,23,Domestik,Rp Miliar/Billions of Rp,2023,457729.15645821183,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,29,23,Domestik,Rp Miliar/Billions of Rp,2024,597199.280480538,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,30,24,Nilai Transaksi Transfer Antar Uang Elektronik,Rp Miliar/Billions of Rp,2013,137.23525071199998,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,30,24,Nilai Transaksi Transfer Antar Uang Elektronik,Rp Miliar/Billions of Rp,2014,786.870538988,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,30,24,Nilai Transaksi Transfer Antar Uang Elektronik,Rp Miliar/Billions of Rp,2015,1792.62199432,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,30,24,Nilai Transaksi Transfer Antar Uang Elektronik,Rp Miliar/Billions of Rp,2016,2037.458929729,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,30,24,Nilai Transaksi Transfer Antar Uang Elektronik,Rp Miliar/Billions of Rp,2017,3799.8003564770006,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,30,24,Nilai Transaksi Transfer Antar Uang Elektronik,Rp Miliar/Billions of Rp,2018,7205.43817915792,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,30,24,Nilai Transaksi Transfer Antar Uang Elektronik,Rp Miliar/Billions of Rp,2019,22418.525852269493,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,30,24,Nilai Transaksi Transfer Antar Uang Elektronik,Rp Miliar/Billions of Rp,2020,18336.283787808,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,30,24,Nilai Transaksi Transfer Antar Uang Elektronik,Rp Miliar/Billions of Rp,2021,38716.94816,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,30,24,Nilai Transaksi Transfer Antar Uang Elektronik,Rp Miliar/Billions of Rp,2022,177055.35417771002,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,30,24,Nilai Transaksi Transfer Antar Uang Elektronik,Rp Miliar/Billions of Rp,2023,366308.413597021,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,30,24,Nilai Transaksi Transfer Antar Uang Elektronik,Rp Miliar/Billions of Rp,2024,539805.6148574341,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,31,25,Nilai Transaksi Initial (isi pertama kali),Rp Miliar/Billions of Rp,2013,281.46658252699996,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,31,25,Nilai Transaksi Initial (isi pertama kali),Rp Miliar/Billions of Rp,2014,365.65879080900004,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,31,25,Nilai Transaksi Initial (isi pertama kali),Rp Miliar/Billions of Rp,2015,660.609312169,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,31,25,Nilai Transaksi Initial (isi pertama kali),Rp Miliar/Billions of Rp,2016,719.7048373099999,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,31,25,Nilai Transaksi Initial (isi pertama kali),Rp Miliar/Billions of Rp,2017,1657.052699479,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,31,25,Nilai Transaksi Initial (isi pertama kali),Rp Miliar/Billions of Rp,2018,2605.867082612,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,31,25,Nilai Transaksi Initial (isi pertama kali),Rp Miliar/Billions of Rp,2019,6861.292845081889,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,31,25,Nilai Transaksi Initial (isi pertama kali),Rp Miliar/Billions of Rp,2020,7014.550443445999,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,31,25,Nilai Transaksi Initial (isi pertama kali),Rp Miliar/Billions of Rp,2021,9049.122270000002,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,31,25,Nilai Transaksi Initial (isi pertama kali),Rp Miliar/Billions of Rp,2022,8108.743145301999,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,31,25,Nilai Transaksi Initial (isi pertama kali),Rp Miliar/Billions of Rp,2023,8392.365062320001,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,31,25,Nilai Transaksi Initial (isi pertama kali),Rp Miliar/Billions of Rp,2024,19117.219742873,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,32,26,Nilai Transaksi Reload/Top Up,Rp Miliar/Billions of Rp,2013,2687.155455949,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,32,26,Nilai Transaksi Reload/Top Up,Rp Miliar/Billions of Rp,2014,3789.15177091,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,32,26,Nilai Transaksi Reload/Top Up,Rp Miliar/Billions of Rp,2015,5815.412375383001,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,32,26,Nilai Transaksi Reload/Top Up,Rp Miliar/Billions of Rp,2016,7153.212177117,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,32,26,Nilai Transaksi Reload/Top Up,Rp Miliar/Billions of Rp,2017,17192.118016054,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,32,26,Nilai Transaksi Reload/Top Up,Rp Miliar/Billions of Rp,2018,43730.06776546011,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,32,26,Nilai Transaksi Reload/Top Up,Rp Miliar/Billions of Rp,2019,290170.10065931984,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,32,26,Nilai Transaksi Reload/Top Up,Rp Miliar/Billions of Rp,2020,252579.320903986,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,32,26,Nilai Transaksi Reload/Top Up,Rp Miliar/Billions of Rp,2021,386679.603958,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,32,26,Nilai Transaksi Reload/Top Up,Rp Miliar/Billions of Rp,2022,532804.7333213609,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,32,26,Nilai Transaksi Reload/Top Up,Rp Miliar/Billions of Rp,2023,995360.9049072401,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,32,26,Nilai Transaksi Reload/Top Up,Rp Miliar/Billions of Rp,2024,1319082.4239108423,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,33,27,Nilai Transaksi Tarik Tunai Uang Elektronik,Rp Miliar/Billions of Rp,2013,116.25647375999999,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,33,27,Nilai Transaksi Tarik Tunai Uang Elektronik,Rp Miliar/Billions of Rp,2014,494.08392003899996,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,33,27,Nilai Transaksi Tarik Tunai Uang Elektronik,Rp Miliar/Billions of Rp,2015,1182.050199608,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,33,27,Nilai Transaksi Tarik Tunai Uang Elektronik,Rp Miliar/Billions of Rp,2016,1339.0308492209997,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,33,27,Nilai Transaksi Tarik Tunai Uang Elektronik,Rp Miliar/Billions of Rp,2017,3020.4655620239996,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,33,27,Nilai Transaksi Tarik Tunai Uang Elektronik,Rp Miliar/Billions of Rp,2018,6012.861266303,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,33,27,Nilai Transaksi Tarik Tunai Uang Elektronik,Rp Miliar/Billions of Rp,2019,8802.717909659,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,33,27,Nilai Transaksi Tarik Tunai Uang Elektronik,Rp Miliar/Billions of Rp,2020,20579.163994456998,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,33,27,Nilai Transaksi Tarik Tunai Uang Elektronik,Rp Miliar/Billions of Rp,2021,41004.33722,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,33,27,Nilai Transaksi Tarik Tunai Uang Elektronik,Rp Miliar/Billions of Rp,2022,42801.514273987996,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,33,27,Nilai Transaksi Tarik Tunai Uang Elektronik,Rp Miliar/Billions of Rp,2023,20935.639014319997,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,33,27,Nilai Transaksi Tarik Tunai Uang Elektronik,Rp Miliar/Billions of Rp,2024,11803.892083885998,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,34,28,Nilai Transaksi Reedem,Rp Miliar/Billions of Rp,2013,17.103338331,SPIP-Desember-2025.xlsx
5e,Table 5e. Electronic Money,34,28,Nilai Transaksi Reedem,Rp Miliar/Billions of Rp,2014,21.421849164,SPIP-Desember-2025.xlsx
