source_sheet,source_table,source_row,indicator_id,indicator_label,unit,year,value_as_published,source_file
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2016,251846.504002702,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2017,286214.063152211,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2018,293279.1481608495,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2019,332905.55225395295,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2020,284783.50729909993,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2021,336109.9108446021,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2022,548606.4794913031,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2023,567795.9179712179,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2024,531666.755989468,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2009,892633.807,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2010,900721.243,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2011,1072512.226,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2012,1270110.689374741,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2013,1507368.1215594849,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2014,1705169.6550260012,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2015,1847494.4296972915,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2016,2121257.7520617824,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2017,2317677.9796773223,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2018,2586867.795709449,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2019,2648793.997239648,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2020,2455409.8223499996,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2021,2866516.3054299997,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2022,1917431.1853066606,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2023,1662346.616503629,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,20,14,Nilai Transaksi Transfer Intrabank,Rp Miliar/Billions of Rp,2024,1356279.0786152887,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2009,70756.954,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2010,109829.409,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2011,162273.557,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2012,261880.9906825703,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2013,468679.0329779931,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2014,638482.190094156,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2015,739128.161867064,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2016,897365.1425622901,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2017,1067666.1818753588,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2018,1209576.886896327,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2019,1288665.2489127468,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2020,1185709.7398870199,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2021,1330950.3298499999,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2022,1141227.3917462179,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2023,920257.6544419848,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,21,15,Nilai Transaksi Transfer Antarbank,Rp Miliar/Billions of Rp,2024,821187.231393442,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2012,102,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2013,106,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2014,109,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2015,111,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2016,112,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2017,110,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2018,112,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2019,109,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2020,109,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2021,108,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2022,111,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2023,114,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,24,18,Penerbit,Satuan/Unit,2024,115,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2012,85,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2013,87,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2014,88,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2015,90,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2016,91,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2017,88,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2018,89,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2019,87,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2020,87,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2021,87,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2022,87,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2023,86,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,25,19,Bank Umum,Satuan/Unit,2024,86,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2012,8,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2013,8,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2014,10,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2015,10,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2016,10,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2017,10,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2018,11,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2019,11,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2020,11,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2021,9,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2022,9,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2023,9,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,26,20,Bank Syariah,Satuan/Unit,2024,10,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2012,9,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2013,11,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2014,11,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2015,11,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2016,11,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2017,12,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2018,12,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2019,11,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2020,11,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2021,12,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2022,15,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2023,19,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,27,21,BPR,Satuan/Unit,2024,19,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2012,16,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2013,17,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2014,18,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2015,18,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2016,18,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2017,19,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2018,19,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2019,21,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2020,23,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2021,23,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2022,23,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2023,23,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,28,22,Acquirer,Satuan/Unit,2024,24,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2012,15,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2013,15,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2014,16,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2015,16,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2016,16,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2017,17,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2018,17,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2019,19,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2020,21,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2021,21,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2022,21,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2023,21,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,29,23,Bank Umum,Satuan/Unit,2024,22,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2012,1,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2013,2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2014,2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2015,2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2016,2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2017,2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2018,2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2019,2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2020,2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2021,2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2022,2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2023,2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,30,24,Lembaga Selain Bank/LSB,Satuan/Unit,2024,2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2012,6,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2013,6,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2014,6,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2015,6,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2016,6,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2017,7,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2018,7,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2019,8,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2020,8,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2021,8,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2022,8,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2023,8,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,31,25,Prinsipal,Satuan/Unit,2024,8,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2012,5,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2013,5,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2014,5,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2015,5,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2016,5,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2017,5,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2018,6,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2019,7,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2020,7,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2021,7,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2022,7,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2023,7,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,32,26,Penyelenggara Kliring,Satuan/Unit,2024,7,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2012,5,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2013,5,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2014,5,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2015,5,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2016,5,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2017,5,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2018,6,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2019,6,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2020,6,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2021,6,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2022,6,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2023,6,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,33,27,Penyelenggara Penyelesaian Akhir,Satuan/Unit,2024,6,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2009,12.259295,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2010,13.574673,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,14.785382,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,14.817168,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,15.091684,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,16.043347,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,16.863842,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,17.406327,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,17.244127,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,17.275128,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,17.487057,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,16.94004,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2021,16.513623,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2022,17.198882,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2023,17.727481,SPIP-Desember-2025.xlsx
5c,Table 5c. Credit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2024,18.549686,SPIP-Desember-2025.xlsx
